school_id,school_name,district,county,school_type,grades_served,year,y_chronic_abs,y_ela_prof,y_grad_4yr,y_math_prof,x_ap_coursework,x_attendance_rate,x_dropout_rate,x_enrollment,x_mobility_rate,x_pct_asian,x_pct_black,x_pct_el,x_pct_hispanic,x_pct_homeless,x_pct_iep,x_pct_low_income,x_pct_white,x_suspension_rate,x_teacher_attendance,x_teacher_retention
07-016-2180-16-0004,H L Richards High Sch(Campus),CHSD 218,Cook,HIGH SCHOOL,9 - 12,2018,17.3,27.7,88.8,24.9,,93.3,0.4,1624.0,7.0,2.0,26.2,8.5,21.8,0.9,12.3,59.5,46.9,,,94.0
07-016-2180-16-0004,H L Richards High Sch(Campus),CHSD 218,Cook,HIGH SCHOOL, 9 10 11 12,2019,20.9,18.6,86.1,17.9,320.0,92.9,2.8,1640.0,7.8,2.2,25.4,9.8,23.8,0.5,13.3,62.7,45.2,31.0,,92.5
07-016-2180-16-0004,H L Richards High Sch(Campus),CHSD 218,Cook,HIGH SCHOOL, 9 10 11 12,2020,17.8,,86.6,,371.0,93.9,3.7,1609.0,7.2,2.2,24.4,11.6,24.9,0.7,14.7,60.3,45.0,153.0,,92.9
07-016-2180-16-0004,H L Richards High Sch(Campus),CHSD 218,Cook,HIGH SCHOOL, 9 10 11 12,2021,18.5,20.7,84.5,17.5,371.0,93.6,2.6,1588.0,3.8,2.0,24.1,12.0,25.1,,15.1,60.9,45.2,153.0,,92.6
07-016-2180-16-0004,H L Richards High Sch(Campus),CHSD 218,Cook,HIGH SCHOOL,12-Sep,2022,38.5,16.5,80.8,20.1,,89.7,2.1,1599.0,10.7,1.9,23.8,11.3,28.4,,15.8,62.0,42.5,,,93.2
07-016-2180-16-0004,H L Richards High Sch(Campus),CHSD 218,Cook,HIGH SCHOOL,12-Sep,2023,27.9,21.6,86.7,14.9,371.0,91.5,2.8,1569.0,8.5,1.9,22.2,13.9,28.7,1.2,14.0,64.9,44.1,153.0,,93.2
07-016-2180-16-0004,H L Richards High Sch(Campus),CHSD 218,Cook,High School,12-Sep,2024,29.5,22.2,81.7,21.0,443.0,91.1,3.2,1601.0,8.6,1.9,21.6,18.2,31.0,1.0,13.7,64.2,43.3,4.3,61.4,91.4
07-016-2180-16-0004,H L Richards High Sch(Campus),CHSD 218,Cook,High School,12-Sep,2025,27.9,40.8,78.1,28.5,443.0,91.4,3.9,1604.0,9.4,,21.4,19.5,33.1,1.3,13.2,61.1,32.4,4.3,56.5,92.1
07-016-2180-16-0007,A B Shepard High Sch (Campus)    ,CHSD 218                         ,Cook       ,High School,9 - 12,2016,4.2,26.4,83.4,21.5,,93.3,1.5,1.0,8.3,1.1,26.3,,19.9,1.0,16.1,3.2,50.6,,84.4,47.2
07-016-2180-16-0007,A B Shepard High Sch (Campus)    ,CHSD 218                         ,Cook       ,High School,9 - 12,2017,5.1,31.5,93.1,30.3,,93.7,0.2,1.0,5.3,1.4,24.3,,23.0,0.9,15.8,3.4,49.3,,96.5,94.1
07-016-2180-16-0007,A B Shepard High Sch (Campus),CHSD 218,Cook,HIGH SCHOOL,9 - 12,2018,19.4,30.4,92.9,24.1,,92.9,0.5,1744.0,6.3,1.5,24.4,3.7,26.2,1.0,16.5,58.1,45.7,,,95.6
07-016-2180-16-0007,A B Shepard High Sch (Campus),CHSD 218,Cook,HIGH SCHOOL, 9 10 11 12,2019,20.8,30.9,87.7,24.3,355.0,93.1,2.7,1755.0,9.1,1.5,25.1,3.9,28.7,1.7,16.7,62.8,42.3,36.0,,94.4
07-016-2180-16-0007,A B Shepard High Sch (Campus),CHSD 218,Cook,HIGH SCHOOL, 9 10 11 12,2020,15.4,,86.5,,419.0,94.3,2.5,1779.0,5.6,1.3,23.6,4.4,30.4,1.5,16.1,57.8,42.3,193.0,,94.1
07-016-2180-16-0007,A B Shepard High Sch (Campus),CHSD 218,Cook,HIGH SCHOOL, 9 10 11 12,2021,16.2,27.1,88.1,18.0,419.0,94.3,2.3,1777.0,3.5,1.1,22.2,5.0,31.1,1.3,14.9,61.7,42.9,193.0,,92.1
07-016-2180-16-0007,A B Shepard High Sch (Campus),CHSD 218,Cook,HIGH SCHOOL,12-Sep,2022,34.1,22.0,88.0,20.9,,90.3,1.3,1827.0,8.2,1.5,20.9,7.2,34.1,0.7,15.2,62.6,41.2,,,93.8
07-016-2180-16-0007,A B Shepard High Sch (Campus),CHSD 218,Cook,HIGH SCHOOL,12-Sep,2023,32.3,22.6,84.9,19.9,419.0,90.5,2.3,1878.0,8.2,1.2,21.8,9.4,32.3,1.0,15.8,63.9,41.9,193.0,,95.1
07-016-2180-16-0007,A B Shepard High Sch (Campus),CHSD 218,Cook,High School,12-Sep,2024,32.8,23.0,83.1,19.5,505.0,90.5,3.0,1843.0,7.3,1.4,23.2,11.0,31.1,0.7,14.9,60.6,41.5,12.8,66.7,94.9
07-016-2180-16-0007,A B Shepard High Sch (Campus),CHSD 218,Cook,High School,12-Sep,2025,29.6,39.7,84.6,32.4,505.0,91.0,2.9,1809.0,6.5,1.3,24.4,12.3,34.2,1.3,16.9,66.8,34.3,12.8,55.4,93.0
07-016-2200-17-0001,Reavis High School               ,Reavis Twp HSD 220               ,Cook       ,High School,9 - 12,2016,7.3,32.7,89.0,21.1,,94.7,1.3,1.0,4.3,2.8,2.0,,31.7,1.0,13.3,3.2,59.8,,97.2,94.3
07-016-2200-17-0001,Reavis High School               ,Reavis Twp HSD 220               ,Cook       ,High School,9 - 12,2017,8.3,28.6,90.7,25.6,,93.6,0.7,1.0,3.5,2.1,2.1,,25.4,1.1,12.6,3.4,64.6,,81.7,92.2
07-016-2200-17-0001,Reavis High School,Reavis Twp HSD 220,Cook,HIGH SCHOOL,9 - 12,2018,14.3,26.1,87.4,25.5,,93.4,1.2,1797.0,4.7,2.2,1.4,11.7,51.6,0.9,10.8,51.8,42.4,,,93.4
07-016-2200-17-0001,Reavis High School,Reavis Twp HSD 220,Cook,HIGH SCHOOL, 9 10 11 12,2019,10.3,24.8,89.2,20.9,163.0,95.4,1.8,1841.0,5.6,2.6,1.6,13.7,36.9,0.9,13.1,40.6,56.9,174.0,,92.3
07-016-2200-17-0001,Reavis High School,Reavis Twp HSD 220,Cook,HIGH SCHOOL, 9 10 11 12,2020,5.1,,93.6,,190.0,96.8,2.1,1907.0,4.9,2.1,1.8,15.6,25.7,0.8,11.9,47.9,68.5,171.0,,93.4
07-016-2200-17-0001,Reavis High School,Reavis Twp HSD 220,Cook,HIGH SCHOOL, 9 10 11 12,2021,17.2,21.7,87.4,18.5,190.0,93.5,0.9,1956.0,3.7,2.0,1.5,16.7,57.0,0.7,11.9,47.6,36.8,171.0,,93.4
07-016-2200-17-0001,Reavis High School,Reavis Twp HSD 220,Cook,HIGH SCHOOL,12-Sep,2022,21.0,17.6,88.9,17.2,,92.9,2.2,1983.0,7.8,1.6,1.8,18.5,61.1,0.8,13.1,50.1,33.3,,,96.2
07-016-2200-17-0001,Reavis High School,Reavis Twp HSD 220,Cook,HIGH SCHOOL,12-Sep,2023,20.6,22.7,86.9,15.6,190.0,93.0,2.2,1952.0,7.5,1.7,2.1,21.4,65.4,1.0,12.8,61.4,28.6,171.0,,95.8
07-016-2200-17-0001,Reavis High School,Reavis Twp HSD 220,Cook,High School,12-Sep,2024,22.7,20.9,86.3,16.2,163.0,92.4,2.1,1893.0,6.3,2.2,1.5,26.2,67.4,1.3,12.1,66.8,26.4,0.6,59.8,95.0
07-016-2200-17-0001,Reavis High School,Reavis Twp HSD 220,Cook,High School,12-Sep,2025,24.5,41.6,91.0,28.3,163.0,91.8,1.5,1863.0,4.8,2.6,2.0,29.9,68.4,1.1,11.8,65.8,23.8,0.6,69.2,92.1
07-016-2270-17-0002,Rich Central Campus High School  ,Rich Twp HSD 227                 ,Cook       ,High School,9 - 12,2016,2.3,9.8,88.4,7.2,,83.1,0.7,1.0,34.6,0.2,93.8,,3.6,3.1,19.8,3.2,1.9,,71.1,80.1
07-016-2270-17-0002,Rich Central Campus High School  ,Rich Twp HSD 227                 ,Cook       ,High School,9 - 12,2017,12.6,17.0,89.7,13.5,,82.6,0.5,1.0,10.5,0.2,93.0,,4.0,2.4,19.2,3.4,1.7,,82.6,76.9
07-016-2270-17-0002,Rich Central Campus High School,Rich Twp HSD 227,Cook,HIGH SCHOOL,9 - 12,2018,38.8,10.4,84.5,9.0,,87.5,2.1,1045.0,10.1,,93.6,1.9,3.7,1.5,13.8,76.0,1.8,,,78.2
07-016-2270-17-0002,Rich Central Campus High School,Rich Twp HSD 227,Cook,HIGH SCHOOL, 9 10 11 12,2019,38.8,9.5,89.0,9.2,170.0,88.2,5.9,1053.0,15.5,0.4,92.6,1.4,4.1,1.8,14.2,74.0,1.5,49.0,,81.8
07-016-2270-17-0002,Rich Township High School,Rich Twp HSD 227,Cook,HIGH SCHOOL, 9 10 11 12,2020,23.0,,81.6,,310.0,92.0,4.3,1012.0,16.1,0.5,90.7,1.8,5.5,1.0,14.3,69.4,1.4,118.0,,59.3
07-016-2270-17-0002,Rich Township High School,Rich Twp HSD 227,Cook,HIGH SCHOOL, 9 10 11 12,2021,53.7,11.6,83.4,5.5,310.0,80.6,1.5,2430.0,7.5,0.4,85.2,4.7,9.5,1.6,17.8,99.7,1.5,118.0,,61.4
07-016-2270-17-0002,Rich Township High School,Rich Twp HSD 227,Cook,HIGH SCHOOL,12-Sep,2022,66.2,8.4,83.3,5.7,,78.6,2.6,2503.0,17.7,0.4,83.7,6.5,9.9,0.7,19.1,99.0,1.3,,,74.3
07-016-2270-17-0002,Rich Township High School,Rich Twp HSD 227,Cook,HIGH SCHOOL,12-Sep,2023,53.0,9.3,80.9,4.0,310.0,84.4,5.2,2282.0,16.9,,83.1,7.8,10.9,1.4,18.0,69.5,1.4,118.0,,92.4
07-016-2270-17-0002,Rich Township High School,Rich Twp HSD 227,Cook,High School,12-Sep,2024,48.2,10.1,84.5,3.7,700.0,86.4,4.8,2261.0,14.2,,83.9,7.9,11.5,1.4,17.6,59.5,1.3,0.6,44.7,90.7
07-016-2270-17-0002,Rich Township High School,Rich Twp HSD 227,Cook,High School,12-Sep,2025,53.4,23.1,90.1,7.7,700.0,85.3,1.5,2286.0,12.4,,85.0,7.4,10.8,1.6,18.1,42.7,1.4,0.6,46.1,92.3
07-016-2280-16-0001,Bremen High School               ,Bremen CHSD 228                  ,Cook       ,High School,9 - 12,2016,0.6,15.4,85.3,19.0,,92.7,0.8,1.0,10.2,0.5,25.2,,47.9,0.8,16.0,3.2,23.2,,93.4,95.5
07-016-2280-16-0001,Bremen High School               ,Bremen CHSD 228                  ,Cook       ,High School,9 - 12,2017,1.7,18.2,88.6,14.2,,93.9,1.3,1.0,6.6,0.6,25.5,,49.4,0.8,15.6,3.4,19.9,,74.4,95.5
07-016-2280-16-0001,Bremen High School,Bremen CHSD 228,Cook,HIGH SCHOOL,9 - 12,2018,8.0,16.6,87.5,16.1,,56.6,1.2,1405.0,6.6,0.7,23.2,6.8,54.0,0.9,14.9,33.0,17.7,,,93.2
07-016-2280-16-0001,Bremen High School,Bremen CHSD 228,Cook,HIGH SCHOOL, 9 10 11 12,2019,25.3,14.9,86.9,11.4,539.0,91.8,3.7,1417.0,7.9,0.9,22.9,10.5,55.8,1.3,13.5,36.8,15.6,0.0,,94.5
07-016-2280-16-0001,Bremen High School,Bremen CHSD 228,Cook,HIGH SCHOOL, 9 10 11 12,2020,28.3,,87.7,,492.0,91.1,3.1,1418.0,7.6,1.0,23.5,13.0,58.3,1.4,13.8,33.3,13.5,0.0,,92.9
07-016-2280-16-0001,Bremen High School,Bremen CHSD 228,Cook,HIGH SCHOOL, 9 10 11 12,2021,28.2,12.7,88.2,9.6,492.0,90.9,2.1,1376.0,5.0,0.8,23.7,14.0,59.6,0.9,13.7,32.3,12.8,0.0,,94.1
07-016-2280-16-0001,Bremen High School,Bremen CHSD 228,Cook,HIGH SCHOOL,12-Sep,2022,39.2,9.9,88.2,8.3,,86.5,2.9,1397.0,10.2,0.7,22.6,17.0,62.3,1.1,13.2,32.4,11.4,,,93.1
07-016-2280-16-0001,Bremen High School,Bremen CHSD 228,Cook,HIGH SCHOOL,12-Sep,2023,38.9,14.5,86.4,9.7,492.0,87.7,2.1,1467.0,9.3,1.0,21.9,20.0,64.3,2.0,12.1,36.5,10.2,0.0,,94.2
07-016-2280-16-0001,Bremen High School,Bremen CHSD 228,Cook,High School,12-Sep,2024,32.8,15.0,89.4,11.8,277.0,90.4,1.7,1422.0,9.7,1.1,21.4,24.8,65.4,2.0,12.7,38.5,10.1,0.0,81.4,95.4
07-016-2280-16-0001,Bremen High School,Bremen CHSD 228,Cook,High School,12-Sep,2025,35.8,32.8,90.0,16.2,277.0,89.8,2.2,1398.0,11.0,1.3,21.5,28.5,65.6,1.4,14.1,39.0,10.4,0.0,83.7,95.4
07-016-2280-16-0002,Tinley Park High School          ,Bremen CHSD 228                  ,Cook       ,High School,9 - 12,2016,3.0,33.7,85.8,16.9,,94.2,1.3,1.0,4.9,2.6,25.5,,17.1,1.8,16.0,3.2,48.9,,89.9,93.5
07-016-2280-16-0002,Tinley Park High School          ,Bremen CHSD 228                  ,Cook       ,High School,9 - 12,2017,3.3,35.2,94.7,26.1,,94.0,0.8,1.0,5.2,2.6,26.1,,18.5,1.3,15.6,3.4,47.2,,91.0,95.3
07-016-2280-16-0002,Tinley Park High School,Bremen CHSD 228,Cook,HIGH SCHOOL,9 - 12,2018,22.6,32.4,88.4,27.5,,92.8,1.0,1049.0,5.6,3.3,26.7,1.0,19.6,,10.6,25.9,43.9,,,94.4
07-016-2280-16-0002,Tinley Park High School,Bremen CHSD 228,Cook,HIGH SCHOOL, 9 10 11 12,2019,26.6,33.1,87.3,28.1,364.0,91.1,4.6,970.0,7.9,3.2,24.6,1.6,20.5,1.2,9.8,28.9,45.3,0.0,,93.8
07-016-2280-16-0002,Tinley Park High School,Bremen CHSD 228,Cook,HIGH SCHOOL, 9 10 11 12,2020,37.9,,87.9,,285.0,88.9,2.9,1003.0,10.2,3.9,25.6,2.3,21.0,1.3,8.9,28.4,43.5,0.0,,94.0
07-016-2280-16-0002,Tinley Park High School,Bremen CHSD 228,Cook,HIGH SCHOOL, 9 10 11 12,2021,23.2,26.3,89.3,24.4,285.0,91.9,2.3,1025.0,4.2,3.5,26.3,2.7,22.7,1.4,8.0,25.7,41.4,0.0,,95.6
07-016-2280-16-0002,Tinley Park High School,Bremen CHSD 228,Cook,HIGH SCHOOL,12-Sep,2022,34.9,18.9,90.8,24.8,,87.6,2.3,1014.0,9.5,3.3,24.8,4.5,23.7,1.1,10.7,26.4,43.0,,,95.6
07-016-2280-16-0002,Tinley Park High School,Bremen CHSD 228,Cook,HIGH SCHOOL,12-Sep,2023,24.6,25.0,91.4,21.7,285.0,91.7,2.8,1018.0,6.9,3.4,22.9,5.4,25.7,,10.5,23.7,42.9,0.0,,95.6
07-016-2280-16-0002,Tinley Park High School,Bremen CHSD 228,Cook,High School,12-Sep,2024,20.8,23.8,92.2,21.8,279.0,93.2,1.4,996.0,7.5,3.1,23.7,6.5,26.8,,11.1,23.8,42.4,0.0,71.3,93.9
07-016-2280-16-0002,Tinley Park High School,Bremen CHSD 228,Cook,High School,12-Sep,2025,24.7,46.3,91.7,31.7,279.0,92.3,1.7,972.0,6.9,3.3,23.9,7.1,26.9,,11.6,22.2,42.5,0.0,69.7,93.3
07-016-2280-16-0003,Hillcrest High School            ,Bremen CHSD 228                  ,Cook       ,High School,9 - 12,2016,5.3,11.0,70.8,9.4,,91.2,2.6,1.0,13.6,0.2,91.1,,3.7,2.6,16.0,3.2,1.0,,71.1,92.3
07-016-2280-16-0003,Hillcrest High School            ,Bremen CHSD 228                  ,Cook       ,High School,9 - 12,2017,5.1,15.4,77.3,8.4,,91.7,2.5,1.0,12.5,0.2,89.0,,4.8,1.7,15.6,3.4,0.8,,77.1,89.2
07-016-2280-16-0003,Hillcrest High School,Bremen CHSD 228,Cook,HIGH SCHOOL,9 - 12,2018,34.3,9.8,79.4,6.4,,91.3,3.4,1183.0,14.6,,90.3,,4.5,2.5,15.2,48.4,,,,89.9
07-016-2280-16-0003,Hillcrest High School,Bremen CHSD 228,Cook,HIGH SCHOOL, 9 10 11 12,2019,52.0,5.9,77.1,6.6,304.0,82.3,6.3,1146.0,21.7,0.1,90.4,0.9,4.6,4.4,16.4,55.6,0.4,52.0,,90.4
07-016-2280-16-0003,Hillcrest High School,Bremen CHSD 228,Cook,HIGH SCHOOL, 9 10 11 12,2020,64.8,,74.2,,217.0,82.1,5.7,1146.0,19.6,0.1,90.7,0.9,4.7,4.9,13.9,57.1,0.3,224.0,,93.2
07-016-2280-16-0003,Hillcrest High School,Bremen CHSD 228,Cook,HIGH SCHOOL, 9 10 11 12,2021,49.5,4.8,66.9,4.4,217.0,82.9,5.1,1179.0,12.9,,91.3,,4.5,5.0,14.5,61.5,,224.0,,91.5
07-016-2280-16-0003,Hillcrest High School,Bremen CHSD 228,Cook,HIGH SCHOOL,12-Sep,2022,58.5,5.4,72.8,8.4,,79.5,4.9,1171.0,16.3,,91.2,,4.4,4.4,14.3,54.1,,,,91.9
07-016-2280-16-0003,Hillcrest High School,Bremen CHSD 228,Cook,HIGH SCHOOL,12-Sep,2023,55.4,7.4,80.7,4.7,217.0,83.5,6.0,1210.0,19.2,,90.7,1.0,5.0,4.5,14.6,47.7,,224.0,,90.6
07-016-2280-16-0003,Hillcrest High School,Bremen CHSD 228,Cook,High School,12-Sep,2024,46.9,6.9,82.8,4.8,130.0,87.4,4.6,1089.0,18.5,,89.3,2.0,7.3,7.2,13.2,54.2,,0.0,88.3,90.1
07-016-2280-16-0003,Hillcrest High School,Bremen CHSD 228,Cook,High School,12-Sep,2025,38.9,17.4,87.7,10.1,130.0,89.5,4.1,982.0,17.4,,88.1,3.2,9.3,6.1,14.5,52.9,,0.0,78.4,88.3
07-016-2280-16-0004,Oak Forest High School           ,Bremen CHSD 228                  ,Cook       ,High School,9 - 12,2016,0.8,32.1,95.5,27.8,,93.7,0.5,1.0,4.6,3.2,8.5,,17.7,1.6,16.0,3.2,65.4,,69.4,95.0
07-016-2280-16-0004,Oak Forest High School           ,Bremen CHSD 228                  ,Cook       ,High School,9 - 12,2017,0.4,39.8,93.2,33.7,,94.1,0.5,1.0,5.4,3.8,8.9,,20.2,1.9,15.6,3.4,61.3,,80.6,93.7
07-016-2280-16-0004,Oak Forest High School,Bremen CHSD 228,Cook,HIGH SCHOOL,9 - 12,2018,5.5,32.8,94.0,31.6,,94.3,0.7,1290.0,5.6,4.0,10.3,5.3,21.2,1.6,14.2,27.8,59.1,,,93.2
07-016-2280-16-0004,Oak Forest High School,Bremen CHSD 228,Cook,HIGH SCHOOL, 9 10 11 12,2019,27.5,36.9,96.7,31.9,382.0,90.2,1.6,1362.0,10.1,3.7,13.9,5.4,22.5,1.5,12.8,28.5,54.7,0.0,,94.5
07-016-2280-16-0004,Oak Forest High School,Bremen CHSD 228,Cook,HIGH SCHOOL, 9 10 11 12,2020,26.7,,90.6,,364.0,91.2,1.3,1402.0,9.9,4.8,13.1,7.3,24.3,1.7,13.0,27.7,52.8,0.0,,92.7
07-016-2280-16-0004,Oak Forest High School,Bremen CHSD 228,Cook,HIGH SCHOOL, 9 10 11 12,2021,18.3,27.4,94.1,27.1,364.0,93.5,0.8,1438.0,7.7,5.1,12.9,8.2,27.2,1.5,13.6,27.3,50.1,0.0,,94.5
07-016-2280-16-0004,Oak Forest High School,Bremen CHSD 228,Cook,HIGH SCHOOL,12-Sep,2022,25.4,25.2,92.6,25.8,,89.7,0.7,1456.0,10.4,4.9,12.5,8.9,28.0,1.2,13.3,28.4,49.5,,,94.0
07-016-2280-16-0004,Oak Forest High School,Bremen CHSD 228,Cook,HIGH SCHOOL,12-Sep,2023,22.6,26.3,92.7,24.2,364.0,92.3,0.9,1365.0,8.5,5.1,9.0,9.9,30.0,1.0,14.5,28.8,50.9,0.0,,92.3
07-016-2280-16-0004,Oak Forest High School,Bremen CHSD 228,Cook,High School,12-Sep,2024,19.7,29.5,91.3,26.3,365.0,93.3,1.8,1347.0,5.5,5.5,9.9,12.0,30.9,1.9,14.8,27.5,49.7,0.0,77.6,91.5
07-016-2280-16-0004,Oak Forest High School,Bremen CHSD 228,Cook,High School,12-Sep,2025,23.4,44.4,91.8,38.0,365.0,92.8,0.8,1314.0,6.4,5.7,11.3,14.8,32.7,1.2,14.9,24.7,46.0,0.0,79.8,90.0
07-016-2290-16-0001,Oak Lawn Comm High School        ,Oak Lawn CHSD 229                ,Cook       ,High School,9 - 12,2016,1.5,37.0,90.0,25.8,,93.6,2.0,1.0,16.1,1.4,6.7,,24.9,0.9,14.5,3.2,66.3,,100.0,90.9
07-016-2290-16-0001,Oak Lawn Comm High School        ,Oak Lawn CHSD 229                ,Cook       ,High School,9 - 12,2017,1.2,25.1,91.7,28.2,,93.9,0.6,1.0,4.5,1.2,6.6,,26.7,1.5,12.9,3.4,64.4,,90.8,92.8
07-016-2290-16-0001,Oak Lawn Comm High School,Oak Lawn CHSD 229,Cook,HIGH SCHOOL,9 - 12,2018,15.0,23.9,91.8,23.9,,94.2,0.6,1823.0,3.7,0.9,6.9,6.5,28.7,1.4,13.7,36.3,62.5,,,93.4
07-016-2290-16-0001,Oak Lawn Comm High School,Oak Lawn CHSD 229,Cook,HIGH SCHOOL, 9 10 11 12,2019,14.3,25.1,90.5,25.6,199.0,95.0,2.7,1841.0,5.5,1.3,6.5,7.3,31.9,0.7,11.7,39.6,59.0,261.0,,94.4
07-016-2290-16-0001,Oak Lawn Comm High School,Oak Lawn CHSD 229,Cook,HIGH SCHOOL, 9 10 11 12,2020,9.6,,95.0,,234.0,96.1,2.3,1842.0,5.2,1.3,6.2,8.4,34.1,0.6,12.2,42.6,56.9,0.0,,94.6
07-016-2290-16-0001,Oak Lawn Comm High School,Oak Lawn CHSD 229,Cook,HIGH SCHOOL, 9 10 11 12,2021,2.8,21.7,89.6,22.2,234.0,98.4,1.5,1815.0,4.4,1.7,5.8,9.1,35.9,0.8,13.4,37.1,55.5,0.0,,95.0
07-016-2290-16-0001,Oak Lawn Comm High School,Oak Lawn CHSD 229,Cook,HIGH SCHOOL,12-Sep,2022,20.5,17.6,92.1,19.9,,93.2,2.2,1814.0,6.5,2.0,5.8,12.2,38.9,0.8,14.3,35.0,52.0,,,94.8
07-016-2290-16-0001,Oak Lawn Comm High School,Oak Lawn CHSD 229,Cook,HIGH SCHOOL,12-Sep,2023,27.1,22.2,90.8,18.3,234.0,91.6,2.3,1788.0,6.7,1.8,6.0,15.7,42.1,0.9,13.9,57.9,48.8,0.0,,96.0
07-016-2290-16-0001,Oak Lawn Comm High School,Oak Lawn CHSD 229,Cook,High School,12-Sep,2024,22.8,23.0,91.9,19.9,321.0,92.6,1.0,1792.0,5.5,1.6,6.8,19.0,41.4,1.1,12.7,61.3,48.4,19.2,61.1,94.9
07-016-2290-16-0001,Oak Lawn Comm High School,Oak Lawn CHSD 229,Cook,High School,12-Sep,2025,19.7,48.3,91.8,36.3,321.0,93.1,1.1,1793.0,6.3,1.7,7.0,22.1,43.1,0.9,13.2,63.3,42.8,19.2,57.8,95.1
07-016-2300-13-0001,Carl Sandburg High School        ,Cons HSD 230                     ,Cook       ,High School,9 - 12,2016,3.1,49.3,93.3,40.5,,96.3,0.7,1.0,4.3,5.2,4.1,,10.2,0.4,13.0,3.2,78.2,,78.8,95.3
07-016-2300-13-0001,Carl Sandburg High School        ,Cons HSD 230                     ,Cook       ,High School,9 - 12,2017,6.1,47.9,94.1,47.3,,94.2,0.4,1.0,2.4,6.1,4.8,,9.7,0.5,12.6,3.4,77.0,,84.7,95.4
07-016-2300-13-0001,Carl Sandburg High School,Cons HSD 230,Cook,HIGH SCHOOL,9 - 12,2018,12.4,53.4,94.8,51.3,,93.4,0.2,2865.0,1.7,6.0,4.7,2.6,10.3,0.5,10.3,12.4,76.6,,,95.9
07-016-2300-13-0001,Carl Sandburg High School,Cons HSD 230,Cook,HIGH SCHOOL, 9 10 11 12,2019,2.6,49.9,96.9,45.5,1228.0,98.0,1.1,2816.0,2.5,6.2,5.5,3.6,10.5,0.5,11.4,12.4,75.4,168.0,,95.6
07-016-2300-13-0001,Carl Sandburg High School,Cons HSD 230,Cook,HIGH SCHOOL, 9 10 11 12,2020,2.9,,95.9,,1336.0,97.2,1.0,2844.0,3.1,6.4,5.7,4.3,11.9,0.9,11.6,15.6,73.1,0.0,,95.6
07-016-2300-13-0001,Carl Sandburg High School,Cons HSD 230,Cook,HIGH SCHOOL, 9 10 11 12,2021,7.3,45.7,94.5,42.9,1336.0,96.5,0.6,2787.0,2.3,6.5,5.8,4.0,12.8,0.8,11.9,17.3,72.3,0.0,,95.6
07-016-2300-13-0001,Carl Sandburg High School,Cons HSD 230,Cook,HIGH SCHOOL,12-Sep,2022,18.4,42.3,93.9,39.8,,93.7,0.7,2881.0,4.3,6.4,5.9,5.1,13.4,0.6,12.0,18.2,71.8,,,95.8
07-016-2300-13-0001,Carl Sandburg High School,Cons HSD 230,Cook,HIGH SCHOOL,12-Sep,2023,23.6,42.9,93.3,37.3,1336.0,92.2,0.9,2839.0,3.7,6.3,6.8,6.3,14.3,0.5,11.3,22.1,70.1,0.0,,95.8
07-016-2300-13-0001,Carl Sandburg High School,Cons HSD 230,Cook,High School,12-Sep,2024,18.6,40.4,94.9,33.4,1359.0,93.2,0.6,2847.0,3.3,6.4,6.8,8.9,14.1,0.7,11.9,21.6,70.6,5.4,84.8,96.8
07-016-2300-13-0001,Carl Sandburg High School,Cons HSD 230,Cook,High School,12-Sep,2025,18.2,64.1,96.0,56.8,1359.0,93.2,0.5,2771.0,3.7,6.1,6.6,10.1,15.3,0.7,11.5,19.1,57.7,5.4,79.2,95.5
07-016-2300-13-0002,Amos Alonzo Stagg High School    ,Cons HSD 230                     ,Cook       ,High School,9 - 12,2016,0.7,57.9,90.7,42.8,,95.8,0.9,1.0,8.7,2.8,5.0,,15.1,0.9,13.0,3.2,75.6,,85.7,94.2
07-016-2300-13-0002,Amos Alonzo Stagg High School    ,Cons HSD 230                     ,Cook       ,High School,9 - 12,2017,6.2,38.4,93.6,37.4,,93.6,0.5,1.0,4.3,3.1,4.3,,15.7,1.2,12.6,3.4,75.3,,82.5,92.9
07-016-2300-13-0002,Amos Alonzo Stagg High School,Cons HSD 230,Cook,HIGH SCHOOL,9 - 12,2018,13.0,37.4,93.7,43.2,,94.4,0.4,2257.0,3.6,2.9,5.1,6.3,15.7,0.8,12.4,29.0,74.6,,,93.4
07-016-2300-13-0002,Amos Alonzo Stagg High School,Cons HSD 230,Cook,HIGH SCHOOL, 9 10 11 12,2019,10.1,38.7,93.2,41.9,631.0,95.6,1.7,2272.0,5.2,2.9,4.2,7.4,16.9,0.7,12.0,33.4,74.0,210.0,,94.7
07-016-2300-13-0002,Amos Alonzo Stagg High School,Cons HSD 230,Cook,HIGH SCHOOL, 9 10 11 12,2020,6.0,,96.4,,704.0,96.5,1.8,2347.0,6.3,3.2,3.9,9.1,17.5,1.1,11.5,35.5,73.0,176.0,,95.6
07-016-2300-13-0002,Amos Alonzo Stagg High School,Cons HSD 230,Cook,HIGH SCHOOL, 9 10 11 12,2021,8.6,34.9,93.6,30.4,704.0,96.1,0.9,2436.0,3.2,3.5,3.4,9.8,18.2,1.1,12.1,36.6,72.5,176.0,,96.5
07-016-2300-13-0002,Amos Alonzo Stagg High School,Cons HSD 230,Cook,HIGH SCHOOL,12-Sep,2022,24.6,32.0,94.3,34.7,,92.3,0.8,2522.0,7.9,3.5,3.0,10.9,19.0,0.8,13.0,34.8,71.8,,,96.9
